collector_number,name,types,domain,description,alt_text,paraphrase,implementation_status,issues_or_mismatches,rbexp_refs
SFD-016/221,Recurve Bow,gear,fury,[Equip] [C]  ([C]: Attach this to a unit you control.),Riftbound Gear: Recurve Bow. [Equip] [C] ([C]: Attach this to a unit you control.),[Equip] [C] ([C]: Attach this to a unit you control.),UNKNOWN,,
SFD-172/221,Sacred Shears,gear,order,[Equip] [C]  ([C]: Attach this to a unit you control.),Riftbound Gear: Sacred Shears. [Equip] [C] ([C]: Attach this to a unit you control.),[Equip] [C] ([C]: Attach this to a unit you control.),UNKNOWN,,
OGN-182/298,Scrapheap,gear,chaos,"When this is played, discarded, or killed, draw 1.","Riftbound Gear: Scrapheap. When this is played, discarded, or killed, draw 1.","When this is played, discarded, or killed, draw 1.",PARTIAL,Flags: TRIGGER_UNSUPPORTED: When this is played,Full_Card_Audit.json
SFD-009/221,Serrated Dirk,gear,fury,[Equip] [C]  ([C]: Attach this to a unit you control.),Riftbound Gear: Serrated Dirk. [Equip] [C] ([C]: Attach this to a unit you control.),[Equip] [C] ([C]: Attach this to a unit you control.),UNKNOWN,,
SFD-192/221,Shurelya's Requiem,gear,"calm, mind","[Unique]** ** (Your deck can have only 1 card with this name.)  [Equip] [C]  ([C]: Attach this to a unit you control.)  When you play this, ready your units.","Riftbound Gear: Shurelya's Requiem. [Unique] (Your deck can have only 1 card with this name.) [Equip] [C] ([C]: Attach this to a unit you control.) When you play this, ready your units.","[Unique]** ** (Your deck can have only 1 card with this name.) [Equip] [C] ([C]: Attach this to a unit you control.) On play, ready your units.",PARTIAL,Flags: KEYWORD_UNSUPPORTED: Unique,problems.json
SFD-030/221,Skyfall of Areion,gear,fury,[Equip] \[1]\[C]  (\[1]\[C]: Attach this to a unit you control.),Riftbound Gear: Skyfall of Areion. [Equip] [1][C] ([1][C]: Attach this to a unit you control.),[Equip] \[1]\[C] (\[1]\[C]: Attach this to a unit you control.),UNKNOWN,,
OGN-072/298,Solari Shrine,gear,calm,"When you kill a stunned enemy unit, you may exhaust this to draw 1.","Riftbound Gear: Solari Shrine. When you kill a stunned enemy unit, you may exhaust this to draw 1.","When you kill a stunned enemy unit, Optional: exhaust this to draw 1.",PARTIAL,Flags: TRIGGER_UNSUPPORTED: When you kill a stunned enemy unit,Full_Card_Audit.json
SFD-186/221,Spinning Axe,gear,"fury, chaos","[Quick-Draw]  (This has [Reaction]. When you play it, attach it to a unit you control.) 
[Equip] [C]  ([C]: Attach this to a unit you control.) 
[Temporary]  (If this is unattached, kill it at the start of its controller's Beginning Phase, before scoring.)","Riftbound Gear: Spinning Axe. [Quick-Draw] (This has [Reaction]. When you play it, attach it to a unit you control.)
[Equip] [C] ([C]: Attach this to a unit you control.)
[Temporary] (If this is unattached, kill it at the start of its controller's Beginning Phase, before scoring.)","[Quick-Draw] (This has [Reaction]. When you play it, attach it to a unit you control.) [Equip] [C] ([C]: Attach this to a unit you control.) [Temporary] (If this is unattached, kill it at the start of its controller's Beginning Phase, before scoring.)",PARTIAL,Flags: CONDITIONAL_GENERAL,problems.json
SFD-144/221,Spirit Wheel,gear,chaos,"When you choose a friendly unit, you may pay [1] and exhaust this to draw 1.","Riftbound Gear: Spirit Wheel. When you choose a friendly unit, you may pay [1] and exhaust this to draw 1.","When you choose a friendly unit, Optional: pay [1] and exhaust this to draw 1.",PARTIAL,Flags: TRIGGER_UNSUPPORTED: When you choose a friendly unit,problems.json
OGN-063/298,Spirit's Refuge,gear,calm,"When you play this, buff a friendly unit. (If it doesn't have a buff, it gets a +1 [S] buff.)
Friendly buffed units have [Deflect] if they didn't already. (Opponents must pay [A] to choose those units with a spell or ability.)","Riftbound Gear: Spirit's Refuge. When you play this, buff a friendly unit. (If it doesn't have a buff, it gets a +1 [S] buff.)
Friendly buffed units have [Deflect] if they didn't already. (Opponents must pay [A] to choose those units with a spell or ability.)","On play, buff a friendly unit. (If it doesn't have a buff, it gets a +1 [S] buff.) Friendly buffed units have [Deflect] if they didn't already. (Opponents must pay [A] to choose those units with a spell or ability.)",PARTIAL,Flags: CONDITIONAL_GENERAL,problems.json
SFD-056/221,Sterak's Gage,gear,calm,"[Quick-Draw]  (This has [Reaction]. When you play it, attach it to a unit you control.)  [Equip] [C]  ([C]: Attach this to a unit you control.)","Riftbound Gear: Sterak's Gage. [Quick-Draw] (This has [Reaction]. When you play it, attach it to a unit you control.) [Equip] [C] ([C]: Attach this to a unit you control.)","[Quick-Draw] (This has [Reaction]. When you play it, attach it to a unit you control.) [Equip] [C] ([C]: Attach this to a unit you control.)",UNKNOWN,,
OGN-021/298,Sun Disc,gear,fury,[T]: [Legion] — The next unit you play this turn enters ready. (Get the effect if you've played another card this turn.),Riftbound Gear: Sun Disc. [T]: [Legion] — The next unit you play this turn enters ready. (Get the effect if you've played another card this turn.),[T]: [Legion] — The next unit you play this turn enters ready. (Get the effect if you've played another card this turn.),PARTIAL,Flags: CONDITIONAL_GENERAL,problems.json
SFD-059/221,Svellsongur,gear,calm,"[Equip] \[1]\[C]  (\[1]\[C]: Attach this to a unit you control.) 
As this is attached to a unit, copy that unit's text to this Equipment's effect text for as long as this is attached to it.","Riftbound Gear: Svellsongur. [Equip] [1][C] ([1][C]: Attach this to a unit you control.)
As this is attached to a unit, copy that unit's text to this Equipment's effect text for as long as this is attached to it.","[Equip] \[1]\[C] (\[1]\[C]: Attach this to a unit you control.) As this is attached to a unit, copy that unit's text to this Equipment's effect text for as long as this is attached to it.",UNKNOWN,,
OGN-227/298,Symbol of the Solari,gear,order,"If a combat where you are the attacker ends in a tie, recall ALL units instead. (Send them to base. This isn't a move. Ties are calculated after combat damage is dealt.)","Riftbound Gear: Symbol of the Solari. If a combat where you are the attacker ends in a tie, recall ALL units instead. (Send them to base. This isn't a move. Ties are calculated after combat damage is dealt.)","If a combat where you are the attacker ends in a tie, recall ALL units instead. (Send them to base. This isn't a move. Ties are calculated after combat damage is dealt.)",PARTIAL,"Flags: CONDITIONAL_GENERAL, REPLACEMENT_EFFECT",problems.json
SFD-078/221,Temporal Portal,gear,mind,"[A], [T]: Give the next spell you play this turn [Repeat] equal to its cost.  (You may pay the additional cost to repeat the spell's effect.)","Riftbound Gear: Temporal Portal. [A], [T]: Give the next spell you play this turn [Repeat] equal to its cost. (You may pay the additional cost to repeat the spell's effect.)","[A], [T]: Give the next spell you play this turn [Repeat] equal to its cost. (Optional: pay the additional cost to repeat the spell's effect.)",UNKNOWN,,
OGN-184/298,The Syren,gear,chaos,"[1], [T]: Move a friendly unit at a battlefield to its base.","Riftbound Gear: The Syren. [1], [T]: Move a friendly unit at a battlefield to its base.","[1], [T]: Move a friendly unit at a battlefield to its base.",FULL,,Full_Card_Audit.json
SFD-090/221,The Zero Drive,gear,mind,"[Equip] \[1]\[C]  (\[1]\[C]: Attach this to a unit you control.) 
\[3]\[C], Banish this: Play all units banished with this, ignoring their costs.  (Use only if unattached.)","Riftbound Gear: The Zero Drive. [Equip] [1][C] ([1][C]: Attach this to a unit you control.)
[3][C], Banish this: Play all units banished with this, ignoring their costs. (Use only if unattached.)","[Equip] \[1]\[C] (\[1]\[C]: Attach this to a unit you control.) \[3]\[C], Banish this: Play all units banished with this, ignoring their costs. (Use only if unattached.)",PARTIAL,Flags: CONDITIONAL_GENERAL,problems.json
OGN-186/298,Treasure Trove,gear,chaos,"When this leaves the board, draw 1 and channel 1 rune exhausted.
[C], [T]: Kill this.","Riftbound Gear: Treasure Trove. When this leaves the board, draw 1 and channel 1 rune exhausted.
[C], [T]: Kill this.","When this leaves the board, draw 1 and channel 1 rune exhausted. [C], [T]: Kill this.",PARTIAL,Flags: TRIGGER_UNSUPPORTED: When this leaves the board,problems.json
SFD-115/221,Trinity Force,gear,body,[Equip] [C]  ([C]: Attach this to a unit you control.),Riftbound Gear: Trinity Force. [Equip] [C] ([C]: Attach this to a unit you control.),[Equip] [C] ([C]: Attach this to a unit you control.),UNKNOWN,,
OGN-023/298,Unlicensed Armory,gear,fury,"Discard 1, [T]: Choose a friendly unit. The next time it dies this turn, you may pay [C] to recall it exhausted instead. (Send it to base. This isn't a move.)","Riftbound Gear: Unlicensed Armory. Discard 1, [T]: Choose a friendly unit. The next time it dies this turn, you may pay [C] to recall it exhausted instead. (Send it to base. This isn't a move.)","Discard 1, [T]: Choose a friendly unit. The next time it dies this turn, Optional: pay [C] to recall it exhausted instead. (Send it to base. This isn't a move.)",PARTIAL,Flags: TURN_SCOPED_TRIGGER,problems.json
SFD-168/221,Vanguard Armory,gear,order,[T]: Play three 1 [S] Recruit unit tokens.  (You may play them to different locations.),Riftbound Gear: Vanguard Armory. [T]: Play three 1 [S] Recruit unit tokens. (You may play them to different locations.),[T]: Play three 1 [S] Recruit unit tokens. (Optional: play them to different locations.),UNKNOWN,,
OGN-228/298,Vanguard Helm,gear,order,"When a buffed friendly unit dies, buff another friendly unit. (If it doesn't have a buff, it gets a +1 [S] buff.)","Riftbound Gear: Vanguard Helm. When a buffed friendly unit dies, buff another friendly unit. (If it doesn't have a buff, it gets a +1 [S] buff.)","When a buffed friendly unit dies, buff another friendly unit. (If it doesn't have a buff, it gets a +1 [S] buff.)",PARTIAL,Flags: CONDITIONAL_GENERAL,problems.json
SFD-108/221,Warmog's Armor,gear,body,[Equip] [C]  ([C]: Attach this to a unit you control.),Riftbound Gear: Warmog's Armor. [Equip] [C] ([C]: Attach this to a unit you control.),[Equip] [C] ([C]: Attach this to a unit you control.),UNKNOWN,,
SFD-086/221,World Atlas,gear,mind,[Equip] [C]  ([C]: Attach this to a unit you control.),Riftbound Gear: World Atlas. [Equip] [C] ([C]: Attach this to a unit you control.),[Equip] [C] ([C]: Attach this to a unit you control.),UNKNOWN,,
OGN-077/298,Zhonya's Hourglass,gear,calm,"[Hidden] (Hide now for [A] to react with later for [0].)
The next time a friendly unit would die, kill this instead. Recall that unit exhausted. (Send it to base. This isn't a move.)","Riftbound Gear: Zhonya's Hourglass. [Hidden] (Hide now for [A] to react with later for [0].)
The next time a friendly unit would die, kill this instead. Recall that unit exhausted. (Send it to base. This isn't a move.)","[Hidden] (Hide now for [A] to react with later for [0].) The next time a friendly unit would die, kill this instead. Recall that unit exhausted. (Send it to base. This isn't a move.)",PARTIAL,Flags: REPLACEMENT_EFFECT,Full_Card_Audit.json
OGN-255/298,"Ahri, Nine-Tailed Fox",legend,"calm, mind","When an enemy unit attacks a battlefield you control, give it -1 [S] this turn, to a minimum of 1 [S].","Riftbound Legend: Nine-Tailed Fox. When an enemy unit attacks a battlefield you control, give it -1 [S] this turn, to a minimum of 1 [S].","When an enemy unit attacks a battlefield you control, give it -1 [S] this turn, to a minimum of 1 [S].",PARTIAL,Flags: TRIGGER_UNSUPPORTED: When an enemy unit attacks a battlefield you control,problems.json
OGS-017/024,"Annie, Dark Child",legend,"fury, chaos","At the end of your turn, ready 2 runes.","Riftbound Legend: Dark Child - Starter. At the end of your turn, ready 2 runes.","At the end of your turn, ready 2 runes.",PARTIAL,Flags: TRIGGER_UNSUPPORTED: At the end of your turn,Full_Card_Audit.json
SFD-197/221,"Azir, Emperor of the Sands",legend,"calm, order","Sand Soldiers you play have [Weaponmaster].  (When they're played, you may [Equip] one of your Equipment to them for [A] less.) 
[1], [T]: Play a 2 [S] Sand Soldier unit token to your base. Use only if you've played an Equipment this turn.","Riftbound Legend: Emperor of the Sands. Sand Soldiers you play have [Weaponmaster]. (When they're played, you may [Equip] one of your Equipment to them for [A] less.)
[1], [T]: Play a 2 [S] Sand Soldier unit token to your base. Use only if you've played an Equipment this turn.","Sand Soldiers you play have [Weaponmaster]. (When they're played, Optional: [Equip] one of your Equipment to them for [A] less.) [1], [T]: Play a 2 [S] Sand Soldier unit token to your base. Use only if you've played an Equipment this turn.",PARTIAL,"Flags: CONDITIONAL_GENERAL, TURN_SCOPED_TRIGGER",problems.json
OGN-253/298,"Darius, Hand of Noxus",legend,"fury, order","[T]: [Reaction], [Legion] — [Add] [1]. (Abilities that add resources can't be reacted to. Get the effect if you've played a card this turn.)","Riftbound Legend: Hand of Noxus. [T]: [Reaction], [Legion] — [Add] [1]. (Abilities that add resources can't be reacted to. Get the effect if you've played a card this turn.)","[T]: [Reaction], [Legion] — [Add] [1]. (Abilities that add resources can't be reacted to. Get the effect if you've played a card this turn.)",PARTIAL,Needs targeted verification,problems.json
SFD-185/221,"Draven, Glorious Executioner",legend,"fury, chaos","When you win a combat, draw 1.  (You win if only your units remain after combat.)","Riftbound Legend: Glorious Executioner. When you win a combat, draw 1. (You win if only your units remain after combat.)","When you win a combat, draw 1. (You win if only your units remain after combat.)",PARTIAL,"Flags: TRIGGER_UNSUPPORTED: When you win a combat, CONDITIONAL_GENERAL",problems.json
SFD-248/221,"Ezreal, Prodigal Explorer",legend,"mind, chaos",[T]: [Reaction] — Draw 1. Use only if you've chosen enemy units and/or gear twice this turn with spells or unit abilities.,Riftbound Legend: Prodigal Explorer. [T]: [Reaction] — Draw 1. Use only if you've chosen enemy units and/or gear twice this turn with spells or unit abilities.,[T]: [Reaction] — Draw 1. Use only if you've chosen enemy units and/or gear twice this turn with spells or unit abilities.,PARTIAL,Flags: CONDITIONAL_GENERAL,problems.json
