Name,Collector Number,Card Link,Rarity,Domain 1,Domain 2,types,Subtype 1,Subtype 2,Subtype 3,Subtype 4,Subtype 5,supertypes,cmc,Energy,Power,Total Cost,Might,Description,ALT TEXT,Tags
Spinning Axe,SFD-186/221,https://riftdecks.com/cards/details-spinning-axe,epic,fury,chaos,gear,draven,equipment,,,,signature,2,2,C,2C,3,"[Quick-Draw]  (This has [Reaction]. When you play it, attach it to a unit you control.) 
[Equip] [C]  ([C]: Attach this to a unit you control.) 
[Temporary]  (If this is unattached, kill it at the start of its controller's Beginning Phase, before scoring.) ","Riftbound Gear: Spinning Axe. [Quick-Draw] (This has [Reaction]. When you play it, attach it to a unit you control.)
[Equip] [C] ([C]: Attach this to a unit you control.)
[Temporary] (If this is unattached, kill it at the start of its controller's Beginning Phase, before scoring.)",
Spirit Wheel,SFD-144/221,https://riftdecks.com/cards/details-spirit-wheel,rare,chaos,,gear,,,,,,,2,2,,2,,"When you choose a friendly unit, you may pay [1] and exhaust this to draw 1.","Riftbound Gear: Spirit Wheel. When you choose a friendly unit, you may pay [1] and exhaust this to draw 1.",
Spirit's Refuge,OGN-063/298,https://riftdecks.com/cards/details-spirits-refuge,uncommon,calm,,gear,,,,,,,2,2,C,2C,,"When you play this, buff a friendly unit. (If it doesn't have a buff, it gets a +1 [S] buff.)
Friendly buffed units have [Deflect] if they didn't already. (Opponents must pay [A] to choose those units with a spell or ability.)","Riftbound Gear: Spirit's Refuge. When you play this, buff a friendly unit. (If it doesn't have a buff, it gets a +1 [S] buff.)
Friendly buffed units have [Deflect] if they didn't already. (Opponents must pay [A] to choose those units with a spell or ability.)",
Sterak's Gage,SFD-056/221,https://riftdecks.com/cards/details-steraks-gage,rare,calm,,gear,equipment,,,,,,3,3,CC,3CC,3,"[Quick-Draw]  (This has [Reaction]. When you play it, attach it to a unit you control.)  [Equip] [C]  ([C]: Attach this to a unit you control.) ","Riftbound Gear: Sterak's Gage. [Quick-Draw] (This has [Reaction]. When you play it, attach it to a unit you control.) [Equip] [C] ([C]: Attach this to a unit you control.)",
Sun Disc,OGN-021/298,https://riftdecks.com/cards/details-sun-disc,uncommon,fury,,gear,,,,,,,2,2,C,2C,,[T]: [Legion] — The next unit you play this turn enters ready. (Get the effect if you've played another card this turn.),Riftbound Gear: Sun Disc. [T]: [Legion] — The next unit you play this turn enters ready. (Get the effect if you've played another card this turn.),
Svellsongur,SFD-059/221,https://riftdecks.com/cards/details-svellsongur,epic,calm,,gear,equipment,,,,,,3,3,C,3C,,"[Equip] \[1]\[C]  (\[1]\[C]: Attach this to a unit you control.) 
As this is attached to a unit, copy that unit's text to this Equipment's effect text for as long as this is attached to it.","Riftbound Gear: Svellsongur. [Equip] [1][C] ([1][C]: Attach this to a unit you control.)
As this is attached to a unit, copy that unit's text to this Equipment's effect text for as long as this is attached to it.",
Symbol of the Solari,OGN-227/298,https://riftdecks.com/cards/details-symbol-of-the-solari,uncommon,order,,gear,,,,,,,1,1,,1,,"If a combat where you are the attacker ends in a tie, recall ALL units instead. (Send them to base. This isn't a move. Ties are calculated after combat damage is dealt.)","Riftbound Gear: Symbol of the Solari. If a combat where you are the attacker ends in a tie, recall ALL units instead. (Send them to base. This isn't a move. Ties are calculated after combat damage is dealt.)",
Temporal Portal,SFD-078/221,https://riftdecks.com/cards/details-temporal-portal,uncommon,mind,,gear,,,,,,,3,3,,3,,"[A], [T]: Give the next spell you play this turn [Repeat] equal to its cost.  (You may pay the additional cost to repeat the spell's effect.) ","Riftbound Gear: Temporal Portal. [A], [T]: Give the next spell you play this turn [Repeat] equal to its cost. (You may pay the additional cost to repeat the spell's effect.)",
The Syren,OGN-184/298,https://riftdecks.com/cards/details-the-syren,uncommon,chaos,,gear,,,,,,,2,2,,2,,"[1], [T]: Move a friendly unit at a battlefield to its base.","Riftbound Gear: The Syren. [1], [T]: Move a friendly unit at a battlefield to its base.",
The Zero Drive,SFD-090/221,https://riftdecks.com/cards/details-the-zero-drive,epic,mind,,gear,equipment,,,,,,3,3,,3,2,"[Equip] \[1]\[C]  (\[1]\[C]: Attach this to a unit you control.) 
\[3]\[C], Banish this: Play all units banished with this, ignoring their costs.  (Use only if unattached.) ","Riftbound Gear: The Zero Drive. [Equip] [1][C] ([1][C]: Attach this to a unit you control.)
[3][C], Banish this: Play all units banished with this, ignoring their costs. (Use only if unattached.)",
Treasure Trove,OGN-186/298,https://riftdecks.com/cards/details-treasure-trove,uncommon,chaos,,gear,,,,,,,2,2,,2,,"When this leaves the board, draw 1 and channel 1 rune exhausted.
[C], [T]: Kill this.","Riftbound Gear: Treasure Trove. When this leaves the board, draw 1 and channel 1 rune exhausted.
[C], [T]: Kill this.",
Trinity Force,SFD-115/221,https://riftdecks.com/cards/details-trinity-force,rare,body,,gear,equipment,,,,,,4,4,,4,2,[Equip] [C]  ([C]: Attach this to a unit you control.) ,Riftbound Gear: Trinity Force. [Equip] [C] ([C]: Attach this to a unit you control.),
Unlicensed Armory,OGN-023/298,https://riftdecks.com/cards/details-unlicensed-armory,uncommon,fury,,gear,,,,,,,2,2,,2,,"Discard 1, [T]: Choose a friendly unit. The next time it dies this turn, you may pay [C] to recall it exhausted instead. (Send it to base. This isn't a move.)","Riftbound Gear: Unlicensed Armory. Discard 1, [T]: Choose a friendly unit. The next time it dies this turn, you may pay [C] to recall it exhausted instead. (Send it to base. This isn't a move.)",
Vanguard Armory,SFD-168/221,https://riftdecks.com/cards/details-vanguard-armory,uncommon,order,,gear,,,,,,,7,7,C,7C,,[T]: Play three 1 [S] Recruit unit tokens.  (You may play them to different locations.) ,Riftbound Gear: Vanguard Armory. [T]: Play three 1 [S] Recruit unit tokens. (You may play them to different locations.),
Vanguard Helm,OGN-228/298,https://riftdecks.com/cards/details-vanguard-helm,uncommon,order,,gear,,,,,,,2,2,,2,,"When a buffed friendly unit dies, buff another friendly unit. (If it doesn't have a buff, it gets a +1 [S] buff.)","Riftbound Gear: Vanguard Helm. When a buffed friendly unit dies, buff another friendly unit. (If it doesn't have a buff, it gets a +1 [S] buff.)",
Warmog's Armor,SFD-108/221,https://riftdecks.com/cards/details-warmogs-armor,uncommon,body,,gear,equipment,,,,,,1,1,,1,1,[Equip] [C]  ([C]: Attach this to a unit you control.) ,Riftbound Gear: Warmog's Armor. [Equip] [C] ([C]: Attach this to a unit you control.),
World Atlas,SFD-086/221,https://riftdecks.com/cards/details-world-atlas,rare,mind,,gear,equipment,,,,,,3,3,,3,2,[Equip] [C]  ([C]: Attach this to a unit you control.) ,Riftbound Gear: World Atlas. [Equip] [C] ([C]: Attach this to a unit you control.),
Zhonya's Hourglass,OGN-077/298,https://riftdecks.com/cards/details-zhonyas-hourglass,rare,calm,,gear,,,,,,,2,2,,2,,"[Hidden] (Hide now for [A] to react with later for [0].)
The next time a friendly unit would die, kill this instead. Recall that unit exhausted. (Send it to base. This isn't a move.)","Riftbound Gear: Zhonya's Hourglass. [Hidden] (Hide now for [A] to react with later for [0].)
The next time a friendly unit would die, kill this instead. Recall that unit exhausted. (Send it to base. This isn't a move.)",
"Ahri, Nine-Tailed Fox",OGN-255/298,https://riftdecks.com/cards/details-ahri-nine-tailed-fox,rare,calm,mind,legend,ahri,,,,,legend,,,,-,,"When an enemy unit attacks a battlefield you control, give it -1 [S] this turn, to a minimum of 1 [S].","Riftbound Legend: Nine-Tailed Fox. When an enemy unit attacks a battlefield you control, give it -1 [S] this turn, to a minimum of 1 [S].",
"Annie, Dark Child",OGS-017/024,https://riftdecks.com/cards/details-annie-dark-child,rare,fury,chaos,legend,annie,,,,,legend,,,,-,,"At the end of your turn, ready 2 runes.","Riftbound Legend: Dark Child - Starter. At the end of your turn, ready 2 runes.",
"Azir, Emperor of the Sands",SFD-197/221,https://riftdecks.com/cards/details-azir-emperor-of-the-sands,rare,calm,order,legend,azir,,,,,legend,,,,-,,"Sand Soldiers you play have [Weaponmaster].  (When they're played, you may [Equip] one of your Equipment to them for [A] less.) 
[1], [T]: Play a 2 [S] Sand Soldier unit token to your base. Use only if you've played an Equipment this turn.","Riftbound Legend: Emperor of the Sands. Sand Soldiers you play have [Weaponmaster]. (When they're played, you may [Equip] one of your Equipment to them for [A] less.)
[1], [T]: Play a 2 [S] Sand Soldier unit token to your base. Use only if you've played an Equipment this turn.",
"Darius, Hand of Noxus",OGN-253/298,https://riftdecks.com/cards/details-darius-hand-of-noxus,rare,fury,order,legend,darius,,,,,legend,,,,-,,"[T]: [Reaction], [Legion] — [Add] [1]. (Abilities that add resources can't be reacted to. Get the effect if you've played a card this turn.)","Riftbound Legend: Hand of Noxus. [T]: [Reaction], [Legion] — [Add] [1]. (Abilities that add resources can't be reacted to. Get the effect if you've played a card this turn.)",
"Draven, Glorious Executioner",SFD-185/221,https://riftdecks.com/cards/details-draven-glorious-executioner,rare,fury,chaos,legend,draven,,,,,legend,,,,-,,"When you win a combat, draw 1.  (You win if only your units remain after combat.) ","Riftbound Legend: Glorious Executioner. When you win a combat, draw 1. (You win if only your units remain after combat.)",
"Ezreal, Prodigal Explorer",SFD-248/221,https://riftdecks.com/cards/details-ezreal-prodigal-explorer,showcase,mind,chaos,legend,ezreal,,,,,legend,,,,-,,[T]: [Reaction] — Draw 1. Use only if you've chosen enemy units and/or gear twice this turn with spells or unit abilities.,Riftbound Legend: Prodigal Explorer. [T]: [Reaction] — Draw 1. Use only if you've chosen enemy units and/or gear twice this turn with spells or unit abilities.,
"Fiora, Grand Duelist",SFD-205/221,https://riftdecks.com/cards/details-fiora-grand-duelist,rare,body,order,legend,fiora,,,,,legend,,,,-,,"When one of your units becomes [Mighty], you may exhaust me to channel 1 rune exhausted.  (A unit is Mighty while it has 5+ [S].) ","Riftbound Legend: Grand Duelist. When one of your units becomes [Mighty], you may exhaust me to channel 1 rune exhausted. (A unit is Mighty while it has 5+ [S].)",
"Garen, Might of Demacia",OGS-023/024,https://riftdecks.com/cards/details-garen-might-of-demacia,rare,body,order,legend,garen,,,,,legend,,,,-,,"When you conquer, if you have 4+ units at that battlefield, draw 2.","Riftbound Legend: Might of Demacia - Starter. When you conquer, if you have 4+ units at that battlefield, draw 2.",
"Irelia, Blade Dancer",SFD-195/221,https://riftdecks.com/cards/details-irelia-blade-dancer,rare,calm,chaos,legend,irelia,,,,,legend,,,,-,,"When you choose a friendly unit, you may exhaust me and pay [A] to ready it.
When you conquer, you may pay [1] to ready me.","Riftbound Legend: Blade Dancer. When you choose a friendly unit, you may exhaust me and pay [A] to ready it.
When you conquer, you may pay [1] to ready me.",
"Jax, Grandmaster at Arms",SFD-245/221,https://riftdecks.com/cards/details-jax-grandmaster-at-arms,showcase,calm,body,legend,jax,,,,,legend,,,,-,,"[1], [T]: Attach a detached Equipment you control to a unit you control.
[T]: Attach an attached Equipment you control to a unit you control.","Riftbound Legend: Grandmaster at Arms. [1], [T]: Attach a detached Equipment you control to a unit you control.
[T]: Attach an attached Equipment you control to a unit you control.",
"Jinx, Loose Cannon",OGN-251/298,https://riftdecks.com/cards/details-jinx-loose-cannon,rare,fury,chaos,legend,jinx,,,,,legend,,,,-,,"At start of your Beginning Phase, draw 1 if you have one or fewer cards in your hand.","Riftbound Legend: Loose Cannon. At start of your Beginning Phase, draw 1 if you have one or fewer cards in your hand.",
"Kai'sa, Daughter of the Void",OGN-247/298,https://riftdecks.com/cards/details-kaisa-daughter-of-the-void,rare,fury,mind,legend,kaisa,,,,,legend,,,,-,,[T]: [Reaction] — [Add] [C]. Use only to play spells. (Abilities that add resources can't be reacted to.),Riftbound Legend: Daughter of the Void. [T]: [Reaction] — [Add] [C]. Use only to play spells. (Abilities that add resources can't be reacted to.),
"Lee Sin, Blind Monk",OGN-304/298,https://riftdecks.com/cards/details-lee-sin-blind-monk,showcase,calm,body,legend,leesin,,,,,legend,,,,-,,"[1], [T]: Buff a friendly unit. (If it doesn't have a buff, it gets a +1 [S] buff.)","Riftbound Legend: Blind Monk. [1], [T]: Buff a friendly unit. (If it doesn't have a buff, it gets a +1 [S] buff.)",
"Leona, Radiant Dawn",OGN-261/298,https://riftdecks.com/cards/details-leona-radiant-dawn,rare,calm,order,legend,leona,,,,,legend,,,,-,,"When you stun one or more enemy units, buff a friendly unit. (If it doesn't have a buff, it gets a +1 [S] buff.)","Riftbound Legend: Radiant Dawn. When you stun one or more enemy units, buff a friendly unit. (If it doesn't have a buff, it gets a +1 [S] buff.)",
"Lucian, Purifier",SFD-183/221,https://riftdecks.com/cards/details-lucian-purifier,rare,fury,body,legend,lucian,,,,,legend,,,,-,,Your Equipment each give [Assault].  (+1 [S] while equipped unit is an attacker.) ,Riftbound Legend: Purifier. Your Equipment each give [Assault]. (+1 [S] while equipped unit is an attacker.),
"Lux, Lady of Luminosity",OGS-021/024,https://riftdecks.com/cards/details-lux-lady-of-luminosity,rare,mind,order,legend,lux,,,,,legend,,,,,,"When you play a spell that costs [5] or more, draw 1.","Riftbound Legend: Lady of Luminosity - Starter. When you play a spell that costs [5] or more, draw 1.",
"Master Yi, Wuju Bladesman",OGS-019/024,https://riftdecks.com/cards/details-master-yi-wuju-bladesman,rare,calm,body,legend,masteryi,,,,,legend,,,,-,,"While a friendly unit defends alone, it gets +2 [S].","Riftbound Legend: Wuju Bladesman - Starter. While a friendly unit defends alone, it gets +2 [S].",
"Miss Fortune, Bounty Hunter",OGN-309/298,https://riftdecks.com/cards/details-miss-fortune-bounty-hunter,showcase,body,chaos,legend,missfortune,,,,,legend,,,,-,,[T]: Give a unit [Ganking] this turn. (It can move from battlefield to battlefield.),Riftbound Legend: Bounty Hunter. [T]: Give a unit [Ganking] this turn. (It can move from battlefield to battlefield.),
"Ornn, Fire Below the Mountain",SFD-189/221,https://riftdecks.com/cards/details-ornn-fire-below-the-mountain,rare,calm,mind,legend,ornn,,,,,legend,,,,-,,[T]: [Reaction] — [Add] [A]. Use only to play gear or use gear abilities.  (Abilities that add resources can't be reacted to.) ,Riftbound Legend: Fire Below the Mountain. [T]: [Reaction] — [Add] [A]. Use only to play gear or use gear abilities. (Abilities that add resources can't be reacted to.),
"Reksai, Void Burrower",SFD-187/221,https://riftdecks.com/cards/details-reksai-void-burrower,rare,fury,order,legend,reksai,,,,,legend,,,,-,,"When you conquer, you may exhaust me to reveal the top 2 cards of your Main Deck. You may play one. Then recycle the rest.","Riftbound Legend: Void Burrower. When you conquer, you may exhaust me to reveal the top 2 cards of your Main Deck. You may play one. Then recycle the rest.",
"Renata Glasc, Chem-Baroness",SFD-201/221,https://riftdecks.com/cards/details-renata-glasc-chem-baroness,rare,mind,order,legend,renataglasc,,,,,legend,,,,-,,"When you or an ally hold, you may exhaust me to play a Gold gear token exhausted.
While your score is within 3 points of the Victory Score, your Gold [ADD] an additional [1].","Riftbound Legend: Chem-Baroness. When you or an ally hold, you may exhaust me to play a Gold gear token exhausted.
While your score is within 3 points of the Victory Score, your Gold [ADD] an additional [1].",
"Rumble, Mechanized Menace",SFD-240/221,https://riftdecks.com/cards/details-rumble-mechanized-menace,showcase,fury,mind,legend,rumble,,,,,legend,,,,-,,Your Mechs have [Shield].  (+1 [S] while they're defenders.) ,Riftbound Legend: Mechanized Menace. Your Mechs have [Shield]. (+1 [S] while they're defenders.),
"Sett, The Boss",OGN-310/298,https://riftdecks.com/cards/details-sett-the-boss,showcase,body,order,legend,sett,,,,,legend,,,,-,,"When a buffed unit you control would die, you may pay [C] and exhaust me to spend its buff and recall it exhausted instead. (Send it to base. This isn't a move.)
When you conquer, ready me.","Riftbound Legend: The Boss. When a buffed unit you control would die, you may pay [C] and exhaust me to spend its buff and recall it exhausted instead. (Send it to base. This isn't a move.)
When you conquer, ready me.",
